Taxonomy,Economic Activity name,Activity Code,Industry Name
NACE,C26.3.0 - Manufacture of communication equipment,C26.3.0 ,Communications equipment
NACE,C26.4 - Manufacture of consumer electronics,C26.4 ,Household articles
NACE,C26.4.0 - Manufacture of consumer electronics,C26.4.0 ,Household articles
NACE,"C26.5 - Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",C26.5 ,"Industrial measurement, sensing and control equipment"
NACE,"C26.5.1 - Manufacture of instruments and appliances for measuring, testing and navigation",C26.5.1 ,"Industrial measurement, sensing and control equipment"
NACE,C26.5.2 - Manufacture of watches and clocks,C26.5.2 ,Household articles
NACE,"C26.6 - Manufacture of irradiation, electromedical and electrotherapeutic equipment",C26.6 ,Medical equipment
NACE,"C26.6.0 - Manufacture of irradiation, electromedical and electrotherapeutic equipment",C26.6.0 ,Medical equipment
NACE,C26.7 - Manufacture of optical instruments and photographic equipment,C26.7 ,Business and industrial products
NACE,C26.7.0 - Manufacture of optical instruments and photographic equipment,C26.7.0 ,Business and industrial services & Other consumer products manufacturing
NACE,C26.8 - Manufacture of magnetic and optical media,C26.8 ,Computer hardware
NACE,C26.8.0 - Manufacture of magnetic and optical media,C26.8.0 ,Computer hardware
NACE,C27 - Manufacture of electrical equipment,C27 ,Energy related products and equipment
NACE,"C27.1 - Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",C27.1 ,Energy related products and equipment
NACE,"C27.1.1 - Manufacture of electric motors, generators and transformers",C27.1.1 ,Energy related products and equipment
NACE,C27.1.2 - Manufacture of electricity distribution and control apparatus,C27.1.2 ,Energy related products and equipment
NACE,C27.2 - Manufacture of batteries and accumulators,C27.2 ,Energy related products and equipment
NACE,C27.2.0 - Manufacture of batteries and accumulators,C27.2.0 ,Energy related products and equipment
NACE,C27.3 - Manufacture of wiring and wiring devices,C27.3 ,Communications equipment
NACE,C27.3.1 - Manufacture of fibre optic cables,C27.3.1 ,Communications equipment
NACE,C27.3.2 - Manufacture of other electronic and electric wires and cables,C27.3.2 ,Communications equipment
NACE,C27.3.3 - Manufacture of wiring devices,C27.3.3 ,Communications equipment
NACE,C27.4 - Manufacture of electric lighting equipment,C27.4 ,Household articles
NACE,C27.4.0 - Manufacture of electric lighting equipment,C27.4.0 ,Household articles
NACE,C27.5 - Manufacture of domestic appliances,C27.5 ,Household articles
NACE,C27.5.1 - Manufacture of electric domestic appliances,C27.5.1 ,Household articles
NACE,C27.5.2 - Manufacture of non-electric domestic appliances,C27.5.2 ,Household articles
NACE,C27.9 - Manufacture of other electrical equipment,C27.9 ,Household articles
NACE,C27.9.0 - Manufacture of other electrical equipment,C27.9.0 ,Household articles
NACE,C28 - Manufacture of machinery and equipment n.e.c.,C28 ,Business and industrial products
NACE,C28.1 - Manufacture of general-purpose machinery,C28.1 ,Business and industrial products
NACE,"C28.1.1 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",C28.1.1 ,Business and industrial products
NACE,C28.1.2 - Manufacture of fluid power equipment,C28.1.2 ,Business and industrial products
NACE,C28.1.3 - Manufacture of other pumps and compressors,C28.1.3 ,Business and industrial products
NACE,C28.1.4 - Manufacture of other taps and valves,C28.1.4 ,Business and industrial products
NACE,"C28.1.5 - Manufacture of bearings, gears, gearing and driving elements",C28.1.5 ,Business and industrial products
